stud_id,lv_id,note,Semester,LV Name,ECTS,Kategorie,vorname,nachname,geschlecht,schulabschluss
107,16,2,3,Data Mining & Machine Learning,8,2,Irha,Baumgartner,F,HAK
107,17,2,3,VT BA: Business Intelligence,6,1,Irha,Baumgartner,F,HAK
107,18,2,3,VT BA: Digital Business,4,1,Irha,Baumgartner,F,HAK
107,19,1,3,VT BA: Management & Controlling,5,1,Irha,Baumgartner,F,HAK
107,20,2,4,Computer Vision & Natural Language Processing,5,3,Irha,Baumgartner,F,HAK
107,21,2,4,Datenvisualisierung / Visual Analytics,5,1,Irha,Baumgartner,F,HAK
107,22,1,4,Vertiefungsseminar,10,1,Irha,Baumgartner,F,HAK
108,1,2,1,Einführung in die Datenanalyse,5,1,Nebojsa,Meier,M,Sonstige
108,2,3,1,Einführung in die Ökonomie,2,1,Nebojsa,Meier,M,Sonstige
108,3,3,1,Grundlagen der Mathematik,5,2,Nebojsa,Meier,M,Sonstige
108,4,3,1,Grundlagen der Statistik,5,2,Nebojsa,Meier,M,Sonstige
108,5,4,1,Grundlagen des Programmierens,5,3,Nebojsa,Meier,M,Sonstige
108,6,4,1,Grundzüge der Informatik,5,3,Nebojsa,Meier,M,Sonstige
108,7,3,1,"Organisation, Marketing und Vertrieb",3,1,Nebojsa,Meier,M,Sonstige
108,8,4,2,Angewandte Statistik,5,2,Nebojsa,Meier,M,Sonstige
108,9,3,2,Datenanalysewerkzeuge,5,1,Nebojsa,Meier,M,Sonstige
108,10,4,2,Datenbanktechnologien,5,3,Nebojsa,Meier,M,Sonstige
108,11,3,2,Ethik und Recht,5,1,Nebojsa,Meier,M,Sonstige
108,12,4,2,Programmieren für Data Scientists,5,3,Nebojsa,Meier,M,Sonstige
108,13,2,2,Wissenschaftliches Arbeiten,5,1,Nebojsa,Meier,M,Sonstige
108,14,4,3,Artificial Intelligence,3,3,Nebojsa,Meier,M,Sonstige
108,15,3,3,Data Governance & Protection,4,1,Nebojsa,Meier,M,Sonstige
108,16,3,3,Data Mining & Machine Learning,8,2,Nebojsa,Meier,M,Sonstige
108,17,2,3,VT BA: Business Intelligence,6,1,Nebojsa,Meier,M,Sonstige
108,18,3,3,VT BA: Digital Business,4,1,Nebojsa,Meier,M,Sonstige
108,19,2,3,VT BA: Management & Controlling,5,1,Nebojsa,Meier,M,Sonstige
108,20,3,4,Computer Vision & Natural Language Processing,5,3,Nebojsa,Meier,M,Sonstige
108,21,3,4,Datenvisualisierung / Visual Analytics,5,1,Nebojsa,Meier,M,Sonstige
108,22,3,4,Vertiefungsseminar,10,1,Nebojsa,Meier,M,Sonstige
109,1,1,1,Einführung in die Datenanalyse,5,1,Myrjam,Schwarz,F,HTL
109,2,1,1,Einführung in die Ökonomie,2,1,Myrjam,Schwarz,F,HTL
109,3,1,1,Grundlagen der Mathematik,5,2,Myrjam,Schwarz,F,HTL
109,4,2,1,Grundlagen der Statistik,5,2,Myrjam,Schwarz,F,HTL
109,5,1,1,Grundlagen des Programmierens,5,3,Myrjam,Schwarz,F,HTL
109,6,1,1,Grundzüge der Informatik,5,3,Myrjam,Schwarz,F,HTL
109,7,1,1,"Organisation, Marketing und Vertrieb",3,1,Myrjam,Schwarz,F,HTL
109,8,1,2,Angewandte Statistik,5,2,Myrjam,Schwarz,F,HTL
109,9,1,2,Datenanalysewerkzeuge,5,1,Myrjam,Schwarz,F,HTL
109,10,1,2,Datenbanktechnologien,5,3,Myrjam,Schwarz,F,HTL
109,11,1,2,Ethik und Recht,5,1,Myrjam,Schwarz,F,HTL
109,12,2,2,Programmieren für Data Scientists,5,3,Myrjam,Schwarz,F,HTL
109,13,2,2,Wissenschaftliches Arbeiten,5,1,Myrjam,Schwarz,F,HTL
109,14,2,3,Artificial Intelligence,3,3,Myrjam,Schwarz,F,HTL
109,15,2,3,Data Governance & Protection,4,1,Myrjam,Schwarz,F,HTL
109,16,1,3,Data Mining & Machine Learning,8,2,Myrjam,Schwarz,F,HTL
109,17,1,3,VT BA: Business Intelligence,6,1,Myrjam,Schwarz,F,HTL
109,18,2,3,VT BA: Digital Business,4,1,Myrjam,Schwarz,F,HTL
109,19,1,3,VT BA: Management & Controlling,5,1,Myrjam,Schwarz,F,HTL
109,20,2,4,Computer Vision & Natural Language Processing,5,3,Myrjam,Schwarz,F,HTL
109,21,1,4,Datenvisualisierung / Visual Analytics,5,1,Myrjam,Schwarz,F,HTL
109,22,1,4,Vertiefungsseminar,10,1,Myrjam,Schwarz,F,HTL
110,1,1,1,Einführung in die Datenanalyse,5,1,Mohid,Schulz,M,AHS
110,2,1,1,Einführung in die Ökonomie,2,1,Mohid,Schulz,M,AHS
110,3,1,1,Grundlagen der Mathematik,5,2,Mohid,Schulz,M,AHS
110,4,1,1,Grundlagen der Statistik,5,2,Mohid,Schulz,M,AHS
110,5,2,1,Grundlagen des Programmierens,5,3,Mohid,Schulz,M,AHS
110,6,2,1,Grundzüge der Informatik,5,3,Mohid,Schulz,M,AHS
110,7,1,1,"Organisation, Marketing und Vertrieb",3,1,Mohid,Schulz,M,AHS
110,8,1,2,Angewandte Statistik,5,2,Mohid,Schulz,M,AHS
110,9,1,2,Datenanalysewerkzeuge,5,1,Mohid,Schulz,M,AHS
110,10,1,2,Datenbanktechnologien,5,3,Mohid,Schulz,M,AHS
110,11,1,2,Ethik und Recht,5,1,Mohid,Schulz,M,AHS
110,12,2,2,Programmieren für Data Scientists,5,3,Mohid,Schulz,M,AHS
110,13,1,2,Wissenschaftliches Arbeiten,5,1,Mohid,Schulz,M,AHS
110,14,2,3,Artificial Intelligence,3,3,Mohid,Schulz,M,AHS
110,15,2,3,Data Governance & Protection,4,1,Mohid,Schulz,M,AHS
110,16,1,3,Data Mining & Machine Learning,8,2,Mohid,Schulz,M,AHS
110,17,1,3,VT BA: Business Intelligence,6,1,Mohid,Schulz,M,AHS
110,18,1,3,VT BA: Digital Business,4,1,Mohid,Schulz,M,AHS
110,19,1,3,VT BA: Management & Controlling,5,1,Mohid,Schulz,M,AHS
110,20,2,4,Computer Vision & Natural Language Processing,5,3,Mohid,Schulz,M,AHS
110,21,1,4,Datenvisualisierung / Visual Analytics,5,1,Mohid,Schulz,M,AHS
110,22,1,4,Vertiefungsseminar,10,1,Mohid,Schulz,M,AHS
111,1,1,1,Einführung in die Datenanalyse,5,1,Despot,Martin,M,AHS
111,2,1,1,Einführung in die Ökonomie,2,1,Despot,Martin,M,AHS
111,3,2,1,Grundlagen der Mathematik,5,2,Despot,Martin,M,AHS
111,4,2,1,Grundlagen der Statistik,5,2,Despot,Martin,M,AHS
111,5,3,1,Grundlagen des Programmierens,5,3,Despot,Martin,M,AHS
111,6,2,1,Grundzüge der Informatik,5,3,Despot,Martin,M,AHS
111,7,1,1,"Organisation, Marketing und Vertrieb",3,1,Despot,Martin,M,AHS
111,8,2,2,Angewandte Statistik,5,2,Despot,Martin,M,AHS
111,9,1,2,Datenanalysewerkzeuge,5,1,Despot,Martin,M,AHS
111,10,2,2,Datenbanktechnologien,5,3,Despot,Martin,M,AHS
111,11,1,2,Ethik und Recht,5,1,Despot,Martin,M,AHS
111,12,2,2,Programmieren für Data Scientists,5,3,Despot,Martin,M,AHS
111,13,2,2,Wissenschaftliches Arbeiten,5,1,Despot,Martin,M,AHS
111,14,2,3,Artificial Intelligence,3,3,Despot,Martin,M,AHS
111,15,1,3,Data Governance & Protection,4,1,Despot,Martin,M,AHS
111,16,2,3,Data Mining & Machine Learning,8,2,Despot,Martin,M,AHS
111,17,2,3,VT BA: Business Intelligence,6,1,Despot,Martin,M,AHS
111,18,1,3,VT BA: Digital Business,4,1,Despot,Martin,M,AHS
111,19,1,3,VT BA: Management & Controlling,5,1,Despot,Martin,M,AHS
111,20,3,4,Computer Vision & Natural Language Processing,5,3,Despot,Martin,M,AHS
111,21,1,4,Datenvisualisierung / Visual Analytics,5,1,Despot,Martin,M,AHS
111,22,1,4,Vertiefungsseminar,10,1,Despot,Martin,M,AHS
112,1,1,1,Einführung in die Datenanalyse,5,1,Yusufali,Putz,M,HTL
112,2,1,1,Einführung in die Ökonomie,2,1,Yusufali,Putz,M,HTL
112,3,1,1,Grundlagen der Mathematik,5,2,Yusufali,Putz,M,HTL
112,4,1,1,Grundlagen der Statistik,5,2,Yusufali,Putz,M,HTL
112,5,1,1,Grundlagen des Programmierens,5,3,Yusufali,Putz,M,HTL
112,6,1,1,Grundzüge der Informatik,5,3,Yusufali,Putz,M,HTL
112,7,1,1,"Organisation, Marketing und Vertrieb",3,1,Yusufali,Putz,M,HTL
112,8,1,2,Angewandte Statistik,5,2,Yusufali,Putz,M,HTL
112,9,1,2,Datenanalysewerkzeuge,5,1,Yusufali,Putz,M,HTL
112,10,1,2,Datenbanktechnologien,5,3,Yusufali,Putz,M,HTL
112,11,1,2,Ethik und Recht,5,1,Yusufali,Putz,M,HTL
112,12,1,2,Programmieren für Data Scientists,5,3,Yusufali,Putz,M,HTL
112,13,1,2,Wissenschaftliches Arbeiten,5,1,Yusufali,Putz,M,HTL
112,14,1,3,Artificial Intelligence,3,3,Yusufali,Putz,M,HTL
112,15,1,3,Data Governance & Protection,4,1,Yusufali,Putz,M,HTL
112,16,1,3,Data Mining & Machine Learning,8,2,Yusufali,Putz,M,HTL
112,17,1,3,VT BA: Business Intelligence,6,1,Yusufali,Putz,M,HTL
112,18,1,3,VT BA: Digital Business,4,1,Yusufali,Putz,M,HTL
112,19,2,3,VT BA: Management & Controlling,5,1,Yusufali,Putz,M,HTL
112,20,1,4,Computer Vision & Natural Language Processing,5,3,Yusufali,Putz,M,HTL
112,21,1,4,Datenvisualisierung / Visual Analytics,5,1,Yusufali,Putz,M,HTL
112,22,1,4,Vertiefungsseminar,10,1,Yusufali,Putz,M,HTL
113,1,1,1,Einführung in die Datenanalyse,5,1,Nali,Kainz,M,HTL
113,2,2,1,Einführung in die Ökonomie,2,1,Nali,Kainz,M,HTL
113,3,2,1,Grundlagen der Mathematik,5,2,Nali,Kainz,M,HTL
113,4,2,1,Grundlagen der Statistik,5,2,Nali,Kainz,M,HTL
113,5,2,1,Grundlagen des Programmierens,5,3,Nali,Kainz,M,HTL
113,6,1,1,Grundzüge der Informatik,5,3,Nali,Kainz,M,HTL
113,7,1,1,"Organisation, Marketing und Vertrieb",3,1,Nali,Kainz,M,HTL
113,8,3,2,Angewandte Statistik,5,2,Nali,Kainz,M,HTL
113,9,2,2,Datenanalysewerkzeuge,5,1,Nali,Kainz,M,HTL
113,10,1,2,Datenbanktechnologien,5,3,Nali,Kainz,M,HTL
113,11,2,2,Ethik und Recht,5,1,Nali,Kainz,M,HTL
113,12,1,2,Programmieren für Data Scientists,5,3,Nali,Kainz,M,HTL
113,13,2,2,Wissenschaftliches Arbeiten,5,1,Nali,Kainz,M,HTL
113,14,1,3,Artificial Intelligence,3,3,Nali,Kainz,M,HTL
113,15,2,3,Data Governance & Protection,4,1,Nali,Kainz,M,HTL
113,16,1,3,Data Mining & Machine Learning,8,2,Nali,Kainz,M,HTL
113,17,1,3,VT BA: Business Intelligence,6,1,Nali,Kainz,M,HTL
113,18,1,3,VT BA: Digital Business,4,1,Nali,Kainz,M,HTL
113,19,1,3,VT BA: Management & Controlling,5,1,Nali,Kainz,M,HTL
113,20,2,4,Computer Vision & Natural Language Processing,5,3,Nali,Kainz,M,HTL
113,21,1,4,Datenvisualisierung / Visual Analytics,5,1,Nali,Kainz,M,HTL
113,22,1,4,Vertiefungsseminar,10,1,Nali,Kainz,M,HTL
114,1,1,1,Einführung in die Datenanalyse,5,1,Farha,Berger,F,AHS
114,2,1,1,Einführung in die Ökonomie,2,1,Farha,Berger,F,AHS
114,3,1,1,Grundlagen der Mathematik,5,2,Farha,Berger,F,AHS
114,4,1,1,Grundlagen der Statistik,5,2,Farha,Berger,F,AHS
114,5,1,1,Grundlagen des Programmierens,5,3,Farha,Berger,F,AHS
114,6,1,1,Grundzüge der Informatik,5,3,Farha,Berger,F,AHS
114,7,1,1,"Organisation, Marketing und Vertrieb",3,1,Farha,Berger,F,AHS
114,8,1,2,Angewandte Statistik,5,2,Farha,Berger,F,AHS
114,9,1,2,Datenanalysewerkzeuge,5,1,Farha,Berger,F,AHS
114,10,2,2,Datenbanktechnologien,5,3,Farha,Berger,F,AHS
114,11,1,2,Ethik und Recht,5,1,Farha,Berger,F,AHS
114,12,1,2,Programmieren für Data Scientists,5,3,Farha,Berger,F,AHS
114,13,2,2,Wissenschaftliches Arbeiten,5,1,Farha,Berger,F,AHS
114,14,1,3,Artificial Intelligence,3,3,Farha,Berger,F,AHS
114,15,2,3,Data Governance & Protection,4,1,Farha,Berger,F,AHS
114,16,1,3,Data Mining & Machine Learning,8,2,Farha,Berger,F,AHS
114,17,1,3,VT BA: Business Intelligence,6,1,Farha,Berger,F,AHS
114,18,1,3,VT BA: Digital Business,4,1,Farha,Berger,F,AHS
114,19,1,3,VT BA: Management & Controlling,5,1,Farha,Berger,F,AHS
114,20,1,4,Computer Vision & Natural Language Processing,5,3,Farha,Berger,F,AHS
114,21,1,4,Datenvisualisierung / Visual Analytics,5,1,Farha,Berger,F,AHS
114,22,1,4,Vertiefungsseminar,10,1,Farha,Berger,F,AHS
115,1,3,1,Einführung in die Datenanalyse,5,1,Laure,Burgstaller,F,Sonstige
115,2,3,1,Einführung in die Ökonomie,2,1,Laure,Burgstaller,F,Sonstige
115,3,4,1,Grundlagen der Mathematik,5,2,Laure,Burgstaller,F,Sonstige
115,4,3,1,Grundlagen der Statistik,5,2,Laure,Burgstaller,F,Sonstige
115,5,3,1,Grundlagen des Programmierens,5,3,Laure,Burgstaller,F,Sonstige
115,6,4,1,Grundzüge der Informatik,5,3,Laure,Burgstaller,F,Sonstige
115,7,3,1,"Organisation, Marketing und Vertrieb",3,1,Laure,Burgstaller,F,Sonstige
115,8,4,2,Angewandte Statistik,5,2,Laure,Burgstaller,F,Sonstige
115,9,4,2,Datenanalysewerkzeuge,5,1,Laure,Burgstaller,F,Sonstige
115,10,4,2,Datenbanktechnologien,5,3,Laure,Burgstaller,F,Sonstige
115,11,3,2,Ethik und Recht,5,1,Laure,Burgstaller,F,Sonstige
115,12,3,2,Programmieren für Data Scientists,5,3,Laure,Burgstaller,F,Sonstige
115,13,3,2,Wissenschaftliches Arbeiten,5,1,Laure,Burgstaller,F,Sonstige
115,14,3,3,Artificial Intelligence,3,3,Laure,Burgstaller,F,Sonstige
115,15,3,3,Data Governance & Protection,4,1,Laure,Burgstaller,F,Sonstige
115,16,3,3,Data Mining & Machine Learning,8,2,Laure,Burgstaller,F,Sonstige
115,17,3,3,VT BA: Business Intelligence,6,1,Laure,Burgstaller,F,Sonstige
115,18,3,3,VT BA: Digital Business,4,1,Laure,Burgstaller,F,Sonstige
115,19,3,3,VT BA: Management & Controlling,5,1,Laure,Burgstaller,F,Sonstige
115,20,3,4,Computer Vision & Natural Language Processing,5,3,Laure,Burgstaller,F,Sonstige
115,21,4,4,Datenvisualisierung / Visual Analytics,5,1,Laure,Burgstaller,F,Sonstige
115,22,4,4,Vertiefungsseminar,10,1,Laure,Burgstaller,F,Sonstige
116,1,1,1,Einführung in die Datenanalyse,5,1,Elva,Böck,F,HTL
116,2,1,1,Einführung in die Ökonomie,2,1,Elva,Böck,F,HTL
116,3,1,1,Grundlagen der Mathematik,5,2,Elva,Böck,F,HTL
116,4,1,1,Grundlagen der Statistik,5,2,Elva,Böck,F,HTL
116,5,2,1,Grundlagen des Programmierens,5,3,Elva,Böck,F,HTL
116,6,1,1,Grundzüge der Informatik,5,3,Elva,Böck,F,HTL
116,7,1,1,"Organisation, Marketing und Vertrieb",3,1,Elva,Böck,F,HTL
116,8,1,2,Angewandte Statistik,5,2,Elva,Böck,F,HTL
116,9,1,2,Datenanalysewerkzeuge,5,1,Elva,Böck,F,HTL
116,10,1,2,Datenbanktechnologien,5,3,Elva,Böck,F,HTL
116,11,1,2,Ethik und Recht,5,1,Elva,Böck,F,HTL
116,12,2,2,Programmieren für Data Scientists,5,3,Elva,Böck,F,HTL
116,13,1,2,Wissenschaftliches Arbeiten,5,1,Elva,Böck,F,HTL
116,14,1,3,Artificial Intelligence,3,3,Elva,Böck,F,HTL
116,15,1,3,Data Governance & Protection,4,1,Elva,Böck,F,HTL
116,16,1,3,Data Mining & Machine Learning,8,2,Elva,Böck,F,HTL
116,17,1,3,VT BA: Business Intelligence,6,1,Elva,Böck,F,HTL
116,18,1,3,VT BA: Digital Business,4,1,Elva,Böck,F,HTL
116,19,1,3,VT BA: Management & Controlling,5,1,Elva,Böck,F,HTL
116,20,1,4,Computer Vision & Natural Language Processing,5,3,Elva,Böck,F,HTL
116,21,2,4,Datenvisualisierung / Visual Analytics,5,1,Elva,Böck,F,HTL
116,22,1,4,Vertiefungsseminar,10,1,Elva,Böck,F,HTL
117,1,2,1,Einführung in die Datenanalyse,5,1,Andrija,Egger,M,Sonstige
117,2,3,1,Einführung in die Ökonomie,2,1,Andrija,Egger,M,Sonstige
117,3,3,1,Grundlagen der Mathematik,5,2,Andrija,Egger,M,Sonstige
117,4,2,1,Grundlagen der Statistik,5,2,Andrija,Egger,M,Sonstige
117,5,3,1,Grundlagen des Programmierens,5,3,Andrija,Egger,M,Sonstige
117,6,3,1,Grundzüge der Informatik,5,3,Andrija,Egger,M,Sonstige
117,7,3,1,"Organisation, Marketing und Vertrieb",3,1,Andrija,Egger,M,Sonstige
117,8,2,2,Angewandte Statistik,5,2,Andrija,Egger,M,Sonstige
117,9,2,2,Datenanalysewerkzeuge,5,1,Andrija,Egger,M,Sonstige
117,10,2,2,Datenbanktechnologien,5,3,Andrija,Egger,M,Sonstige
117,11,2,2,Ethik und Recht,5,1,Andrija,Egger,M,Sonstige
117,12,3,2,Programmieren für Data Scientists,5,3,Andrija,Egger,M,Sonstige
117,13,2,2,Wissenschaftliches Arbeiten,5,1,Andrija,Egger,M,Sonstige
117,14,2,3,Artificial Intelligence,3,3,Andrija,Egger,M,Sonstige
117,15,2,3,Data Governance & Protection,4,1,Andrija,Egger,M,Sonstige
117,16,2,3,Data Mining & Machine Learning,8,2,Andrija,Egger,M,Sonstige
117,17,3,3,VT BA: Business Intelligence,6,1,Andrija,Egger,M,Sonstige
117,18,2,3,VT BA: Digital Business,4,1,Andrija,Egger,M,Sonstige
117,19,2,3,VT BA: Management & Controlling,5,1,Andrija,Egger,M,Sonstige
117,20,3,4,Computer Vision & Natural Language Processing,5,3,Andrija,Egger,M,Sonstige
117,21,2,4,Datenvisualisierung / Visual Analytics,5,1,Andrija,Egger,M,Sonstige
117,22,2,4,Vertiefungsseminar,10,1,Andrija,Egger,M,Sonstige
118,1,1,1,Einführung in die Datenanalyse,5,1,Edmir,Harrer,M,HAK
118,2,1,1,Einführung in die Ökonomie,2,1,Edmir,Harrer,M,HAK
118,3,1,1,Grundlagen der Mathematik,5,2,Edmir,Harrer,M,HAK
118,4,1,1,Grundlagen der Statistik,5,2,Edmir,Harrer,M,HAK
118,5,1,1,Grundlagen des Programmierens,5,3,Edmir,Harrer,M,HAK
118,6,1,1,Grundzüge der Informatik,5,3,Edmir,Harrer,M,HAK
118,7,1,1,"Organisation, Marketing und Vertrieb",3,1,Edmir,Harrer,M,HAK
118,8,1,2,Angewandte Statistik,5,2,Edmir,Harrer,M,HAK
118,9,1,2,Datenanalysewerkzeuge,5,1,Edmir,Harrer,M,HAK
118,10,1,2,Datenbanktechnologien,5,3,Edmir,Harrer,M,HAK
118,11,1,2,Ethik und Recht,5,1,Edmir,Harrer,M,HAK
118,12,1,2,Programmieren für Data Scientists,5,3,Edmir,Harrer,M,HAK
118,13,1,2,Wissenschaftliches Arbeiten,5,1,Edmir,Harrer,M,HAK
118,14,1,3,Artificial Intelligence,3,3,Edmir,Harrer,M,HAK
118,15,1,3,Data Governance & Protection,4,1,Edmir,Harrer,M,HAK
118,16,1,3,Data Mining & Machine Learning,8,2,Edmir,Harrer,M,HAK
118,17,1,3,VT BA: Business Intelligence,6,1,Edmir,Harrer,M,HAK
118,18,1,3,VT BA: Digital Business,4,1,Edmir,Harrer,M,HAK
118,19,1,3,VT BA: Management & Controlling,5,1,Edmir,Harrer,M,HAK
118,20,2,4,Computer Vision & Natural Language Processing,5,3,Edmir,Harrer,M,HAK
118,21,1,4,Datenvisualisierung / Visual Analytics,5,1,Edmir,Harrer,M,HAK
118,22,1,4,Vertiefungsseminar,10,1,Edmir,Harrer,M,HAK
119,1,3,1,Einführung in die Datenanalyse,5,1,Ellis,Löffler,F,Sonstige
119,2,3,1,Einführung in die Ökonomie,2,1,Ellis,Löffler,F,Sonstige
119,3,3,1,Grundlagen der Mathematik,5,2,Ellis,Löffler,F,Sonstige
119,4,3,1,Grundlagen der Statistik,5,2,Ellis,Löffler,F,Sonstige
119,5,4,1,Grundlagen des Programmierens,5,3,Ellis,Löffler,F,Sonstige
119,6,4,1,Grundzüge der Informatik,5,3,Ellis,Löffler,F,Sonstige
119,7,2,1,"Organisation, Marketing und Vertrieb",3,1,Ellis,Löffler,F,Sonstige
119,8,2,2,Angewandte Statistik,5,2,Ellis,Löffler,F,Sonstige
119,9,2,2,Datenanalysewerkzeuge,5,1,Ellis,Löffler,F,Sonstige
119,10,4,2,Datenbanktechnologien,5,3,Ellis,Löffler,F,Sonstige
119,11,3,2,Ethik und Recht,5,1,Ellis,Löffler,F,Sonstige
119,12,4,2,Programmieren für Data Scientists,5,3,Ellis,Löffler,F,Sonstige
119,13,3,2,Wissenschaftliches Arbeiten,5,1,Ellis,Löffler,F,Sonstige
119,14,2,3,Artificial Intelligence,3,3,Ellis,Löffler,F,Sonstige
119,15,2,3,Data Governance & Protection,4,1,Ellis,Löffler,F,Sonstige
119,16,3,3,Data Mining & Machine Learning,8,2,Ellis,Löffler,F,Sonstige
119,17,2,3,VT BA: Business Intelligence,6,1,Ellis,Löffler,F,Sonstige
119,18,2,3,VT BA: Digital Business,4,1,Ellis,Löffler,F,Sonstige
119,19,2,3,VT BA: Management & Controlling,5,1,Ellis,Löffler,F,Sonstige
119,20,3,4,Computer Vision & Natural Language Processing,5,3,Ellis,Löffler,F,Sonstige
119,21,2,4,Datenvisualisierung / Visual Analytics,5,1,Ellis,Löffler,F,Sonstige
119,22,2,4,Vertiefungsseminar,10,1,Ellis,Löffler,F,Sonstige
120,1,1,1,Einführung in die Datenanalyse,5,1,Elaha,Schreiber,F,AHS
120,2,1,1,Einführung in die Ökonomie,2,1,Elaha,Schreiber,F,AHS
120,3,2,1,Grundlagen der Mathematik,5,2,Elaha,Schreiber,F,AHS
120,4,1,1,Grundlagen der Statistik,5,2,Elaha,Schreiber,F,AHS
120,5,1,1,Grundlagen des Programmierens,5,3,Elaha,Schreiber,F,AHS
120,6,1,1,Grundzüge der Informatik,5,3,Elaha,Schreiber,F,AHS
120,7,1,1,"Organisation, Marketing und Vertrieb",3,1,Elaha,Schreiber,F,AHS
120,8,2,2,Angewandte Statistik,5,2,Elaha,Schreiber,F,AHS
120,9,1,2,Datenanalysewerkzeuge,5,1,Elaha,Schreiber,F,AHS
120,10,1,2,Datenbanktechnologien,5,3,Elaha,Schreiber,F,AHS
120,11,1,2,Ethik und Recht,5,1,Elaha,Schreiber,F,AHS
120,12,1,2,Programmieren für Data Scientists,5,3,Elaha,Schreiber,F,AHS
120,13,1,2,Wissenschaftliches Arbeiten,5,1,Elaha,Schreiber,F,AHS
120,14,1,3,Artificial Intelligence,3,3,Elaha,Schreiber,F,AHS
120,15,1,3,Data Governance & Protection,4,1,Elaha,Schreiber,F,AHS
120,16,2,3,Data Mining & Machine Learning,8,2,Elaha,Schreiber,F,AHS
120,17,1,3,VT BA: Business Intelligence,6,1,Elaha,Schreiber,F,AHS
120,18,1,3,VT BA: Digital Business,4,1,Elaha,Schreiber,F,AHS
120,19,1,3,VT BA: Management & Controlling,5,1,Elaha,Schreiber,F,AHS
120,20,1,4,Computer Vision & Natural Language Processing,5,3,Elaha,Schreiber,F,AHS
120,21,1,4,Datenvisualisierung / Visual Analytics,5,1,Elaha,Schreiber,F,AHS
120,22,1,4,Vertiefungsseminar,10,1,Elaha,Schreiber,F,AHS
121,1,2,1,Einführung in die Datenanalyse,5,1,Karen,Schachner,F,AHS
121,2,3,1,Einführung in die Ökonomie,2,1,Karen,Schachner,F,AHS
121,3,3,1,Grundlagen der Mathematik,5,2,Karen,Schachner,F,AHS
121,4,3,1,Grundlagen der Statistik,5,2,Karen,Schachner,F,AHS
121,5,4,1,Grundlagen des Programmierens,5,3,Karen,Schachner,F,AHS
121,6,2,1,Grundzüge der Informatik,5,3,Karen,Schachner,F,AHS
121,7,2,1,"Organisation, Marketing und Vertrieb",3,1,Karen,Schachner,F,AHS
121,8,3,2,Angewandte Statistik,5,2,Karen,Schachner,F,AHS
121,9,3,2,Datenanalysewerkzeuge,5,1,Karen,Schachner,F,AHS
121,10,3,2,Datenbanktechnologien,5,3,Karen,Schachner,F,AHS
121,11,2,2,Ethik und Recht,5,1,Karen,Schachner,F,AHS
121,12,3,2,Programmieren für Data Scientists,5,3,Karen,Schachner,F,AHS
121,13,2,2,Wissenschaftliches Arbeiten,5,1,Karen,Schachner,F,AHS
121,14,4,3,Artificial Intelligence,3,3,Karen,Schachner,F,AHS
121,15,2,3,Data Governance & Protection,4,1,Karen,Schachner,F,AHS
121,16,3,3,Data Mining & Machine Learning,8,2,Karen,Schachner,F,AHS
121,17,2,3,VT BA: Business Intelligence,6,1,Karen,Schachner,F,AHS
121,18,2,3,VT BA: Digital Business,4,1,Karen,Schachner,F,AHS
121,19,2,3,VT BA: Management & Controlling,5,1,Karen,Schachner,F,AHS
121,20,4,4,Computer Vision & Natural Language Processing,5,3,Karen,Schachner,F,AHS
121,21,2,4,Datenvisualisierung / Visual Analytics,5,1,Karen,Schachner,F,AHS
121,22,2,4,Vertiefungsseminar,10,1,Karen,Schachner,F,AHS
122,1,2,1,Einführung in die Datenanalyse,5,1,Lumara,Stangl,F,Sonstige
122,2,2,1,Einführung in die Ökonomie,2,1,Lumara,Stangl,F,Sonstige
122,3,2,1,Grundlagen der Mathematik,5,2,Lumara,Stangl,F,Sonstige
122,4,3,1,Grundlagen der Statistik,5,2,Lumara,Stangl,F,Sonstige
122,5,2,1,Grundlagen des Programmierens,5,3,Lumara,Stangl,F,Sonstige
122,6,3,1,Grundzüge der Informatik,5,3,Lumara,Stangl,F,Sonstige
122,7,2,1,"Organisation, Marketing und Vertrieb",3,1,Lumara,Stangl,F,Sonstige
122,8,2,2,Angewandte Statistik,5,2,Lumara,Stangl,F,Sonstige
122,9,3,2,Datenanalysewerkzeuge,5,1,Lumara,Stangl,F,Sonstige
122,10,3,2,Datenbanktechnologien,5,3,Lumara,Stangl,F,Sonstige
122,11,2,2,Ethik und Recht,5,1,Lumara,Stangl,F,Sonstige
122,12,3,2,Programmieren für Data Scientists,5,3,Lumara,Stangl,F,Sonstige
122,13,1,2,Wissenschaftliches Arbeiten,5,1,Lumara,Stangl,F,Sonstige
122,14,3,3,Artificial Intelligence,3,3,Lumara,Stangl,F,Sonstige
122,15,2,3,Data Governance & Protection,4,1,Lumara,Stangl,F,Sonstige
122,16,4,3,Data Mining & Machine Learning,8,2,Lumara,Stangl,F,Sonstige
122,17,2,3,VT BA: Business Intelligence,6,1,Lumara,Stangl,F,Sonstige
122,18,2,3,VT BA: Digital Business,4,1,Lumara,Stangl,F,Sonstige
122,19,3,3,VT BA: Management & Controlling,5,1,Lumara,Stangl,F,Sonstige
122,20,3,4,Computer Vision & Natural Language Processing,5,3,Lumara,Stangl,F,Sonstige
122,21,2,4,Datenvisualisierung / Visual Analytics,5,1,Lumara,Stangl,F,Sonstige
122,22,1,4,Vertiefungsseminar,10,1,Lumara,Stangl,F,Sonstige
